image_name,person_name,embedding
Henry Cavill_74.jpg,Henry Cavill,"[-1.0916143655776978, 0.05496154725551605, -0.8361631035804749, 1.6761265993118286, -0.43401283025741577, -1.599223256111145, 0.368882417678833, -0.16439825296401978, -1.170953392982483, -0.45822691917419434, 1.1881437301635742, -0.6177738308906555, -1.3763624429702759, -1.52599036693573, 0.13802872598171234, -0.8981052041053772, 0.1930808424949646, 1.2556544542312622, -2.1195154190063477, 1.659302830696106, -0.4738727807998657, -0.08739009499549866, 0.1265203356742859, -2.446680784225464, 0.20437975227832794, 2.098304510116577, 0.9058967232704163, 1.0221176147460938, 1.4102816581726074, 0.4758686125278473, -0.6645317077636719, 1.16541588306427, 0.38204389810562134, -1.3727984428405762, 0.8905227184295654, 0.5567917823791504, -1.1664412021636963, 0.21760043501853943, -0.7033977508544922, -0.3001636862754822, -2.2397353649139404, 2.294123888015747, -1.0938801765441895, -0.529132604598999, 2.529630184173584, -1.7194594144821167, -0.7898117899894714, 2.3654723167419434, 0.9804874062538147, 0.9608989953994751, 0.921480119228363, 0.19904913008213043, 1.2057212591171265, 1.370241641998291, 0.16409717500209808, -0.3130309581756592, -0.6922696828842163, 1.6656492948532104, -0.9320904016494751, 0.38090837001800537, 0.09641384333372116, -0.09415403008460999, 0.16371506452560425, 0.8471468687057495, 0.06289471685886383, 1.7840368747711182, -0.6749610900878906, 1.710091233253479, 1.67372727394104, 0.17117537558078766, -0.8747956156730652, -0.9487977027893066, -0.8316194415092468, -0.2769406735897064, 0.36392825841903687, -0.7277143597602844, -0.18631194531917572, 0.139291450381279, 0.4647698402404785, 0.4424242377281189, -0.44645941257476807, -0.276387095451355, -1.493457317352295, 0.12299306690692902, -0.17595934867858887, 1.2335270643234253, -0.4389570653438568, -0.9878771305084229, -0.1411941647529602, -1.669657826423645, 0.050530530512332916, 2.546329975128174, 0.4107525944709778, 0.692649781703949, -1.3060548305511475, 0.8356086611747742, -1.4366438388824463, -1.4418089389801025, -1.1032893657684326, -0.9124799370765686, -0.04832533746957779, 1.025758981704712, 0.6544389128684998, -0.5909120440483093, 0.944516122341156, -0.08524411171674728, -0.08815918862819672, -2.0894038677215576, -0.12175525724887848, 0.7536773681640625, -0.14288972318172455, 0.013432614505290985, -1.331566333770752, 1.5038888454437256, 0.3662404417991638, 2.657463550567627, -2.8060693740844727, -0.5371230244636536, 0.20214077830314636, 1.8235357999801636, -0.5638923645019531, -0.08787725120782852, -0.03524170070886612, -1.201324462890625, -0.26999521255493164, 0.6088393330574036, 1.4489578008651733, 0.5380849838256836]"
Henry Cavill_75.jpg,Henry Cavill,"[0.7701647281646729, -0.37207353115081787, 0.3017232120037079, -0.08929499238729477, -0.5005283355712891, -1.1272165775299072, 0.2172272950410843, 1.0526978969573975, -0.2759580910205841, 0.2026425153017044, 1.534448266029358, -0.7176302075386047, -0.7660601139068604, -1.4606045484542847, -1.3582037687301636, 0.31621551513671875, 1.5743290185928345, 0.48597991466522217, 0.2482653111219406, 0.574971616268158, 0.7638001441955566, 1.1272951364517212, 0.39047732949256897, -1.9163236618041992, -0.5552308559417725, -0.12888509035110474, 0.06644678860902786, 0.8646652102470398, 2.6611101627349854, 1.2593261003494263, 0.31786081194877625, 1.6245660781860352, 2.321992874145508, -2.0560922622680664, 0.2028389722108841, 0.31914281845092773, -0.3846505284309387, 1.4209973812103271, -2.4998857975006104, 0.7927426099777222, -1.9121583700180054, 2.2862818241119385, -0.815402626991272, -0.8020055294036865, 1.4767762422561646, -0.43124496936798096, -0.7246334552764893, 1.15155029296875, 0.9364330172538757, 0.7201312780380249, 0.6243585348129272, -0.6504179239273071, -0.17197176814079285, 0.9979265928268433, -0.5360109806060791, -0.31226617097854614, -1.5598948001861572, 2.2774970531463623, -0.7946237921714783, -1.311666488647461, -1.124418020248413, -0.333111047744751, 0.1257753074169159, 0.4043641686439514, -0.6595032811164856, 1.1599507331848145, 1.0293930768966675, 2.8848516941070557, 1.625625729560852, -0.8703657388687134, -1.8263235092163086, -0.29812657833099365, -0.6684475541114807, -0.16846412420272827, -1.2980389595031738, 0.4462525546550751, -0.6870059967041016, -0.6168676018714905, -0.6741166114807129, -0.47802650928497314, -0.49746546149253845, 0.3276045322418213, -1.2069116830825806, -1.4961836338043213, -1.1709870100021362, -0.3296399712562561, -0.4492364525794983, -0.8350124955177307, -0.29309511184692383, 0.08647750318050385, 0.020609892904758453, 2.4795215129852295, 0.8485646843910217, 0.7938118577003479, -1.2685496807098389, -0.3642260730266571, -1.5861798524856567, -0.6524121761322021, 0.21698510646820068, -0.32386428117752075, -0.011157583445310593, 1.090939998626709, 1.132787823677063, -1.7097357511520386, -0.3501991629600525, 1.218550682067871, -0.4367213845252991, -0.4042380452156067, 0.17854897677898407, 0.2079695612192154, -0.6577326059341431, -0.25931423902511597, -1.328953742980957, 1.187056541442871, 0.3834538757801056, 2.0728392601013184, -0.46742138266563416, -3.1623525619506836, -0.44176968932151794, 0.613179087638855, -1.3185522556304932, 1.3265331983566284, -1.445270299911499, -0.6440879106521606, 1.820275068283081, 0.49670907855033875, -0.558100163936615, -0.09524904191493988]"
Henry Cavill_76.jpg,Henry Cavill,"[0.10419334471225739, 0.3631792664527893, 0.09775831550359726, 1.5149058103561401, -0.04191293567419052, -1.5798335075378418, 0.9023923873901367, -0.964425802230835, 0.15694475173950195, -1.1878377199172974, 1.6161245107650757, -0.5666309595108032, -0.7052870392799377, -2.178555488586426, -0.3973008692264557, -0.969158947467804, 0.4196925759315491, 0.1596391499042511, -1.8533918857574463, 0.45845890045166016, -0.3457564115524292, 0.6323338150978088, 0.3673584461212158, -2.197032928466797, 0.18322701752185822, 1.7538210153579712, 0.84017014503479, 1.2956990003585815, 2.1455211639404297, 0.7482956051826477, -0.2879818379878998, 1.5532495975494385, 0.8451839685440063, -2.1559951305389404, 0.31125715374946594, -0.04408678039908409, -1.3191277980804443, 0.1274425983428955, -1.9267854690551758, 0.11716225743293762, -1.5630276203155518, 1.0872160196304321, -0.574376106262207, -0.2156771868467331, 2.793901205062866, -0.21626831591129303, -0.3642418086528778, 0.5665433406829834, 1.8380680084228516, 0.8297498226165771, 1.2056082487106323, -1.7139612436294556, 0.9869715571403503, -0.32221677899360657, 0.17697753012180328, -0.9320744872093201, -1.1703358888626099, 2.560326337814331, -0.1735774129629135, -0.4001617133617401, -1.3232479095458984, -1.5043612718582153, 0.5416728854179382, -0.6301357746124268, -1.1022435426712036, 1.1727536916732788, -0.2945516109466553, 0.9976659417152405, 1.9141448736190796, -0.7379844188690186, -1.1275595426559448, -1.2637609243392944, -1.1979384422302246, -0.2626723647117615, -2.077686071395874, -0.6217002868652344, -0.024679258465766907, 0.6403650045394897, 0.7308360934257507, 0.0696086436510086, 0.216691255569458, -0.19824235141277313, -0.6171286106109619, -1.216202735900879, -1.6337255239486694, -0.14826157689094543, -0.41222330927848816, -1.15782630443573, -0.06561188399791718, -1.7942179441452026, 0.729822039604187, 1.5599983930587769, 0.14931340515613556, 0.1289282739162445, -0.8395772576332092, 0.04327617585659027, -2.0370874404907227, -0.4058903753757477, -1.0797393321990967, -1.0925201177597046, -0.17078448832035065, -0.0793851763010025, 1.7143446207046509, -0.32668164372444153, -0.7248486280441284, 1.029022216796875, 0.7193067073822021, -1.5948821306228638, -0.9618673324584961, 0.6821415424346924, -0.5646588802337646, 0.3364591598510742, -0.8615150451660156, 1.4851067066192627, 1.2053831815719604, 2.2052390575408936, -1.1081624031066895, -2.347839117050171, 0.06495410203933716, 1.4943612813949585, -0.8486620783805847, 0.1506487876176834, 0.143538236618042, -0.36495429277420044, 0.22490985691547394, 0.9695752263069153, 0.8627594709396362, 0.5179154276847839]"
Henry Cavill_78.jpg,Henry Cavill,"[0.28992700576782227, 0.5299137830734253, 0.06734304875135422, 1.639762043952942, -0.5955583453178406, -1.7719969749450684, 0.7592139840126038, -0.9714834094047546, -0.0023884139955043793, -1.0828983783721924, 1.5064942836761475, -0.5168342590332031, -0.8184205293655396, -2.1715381145477295, -0.31194624304771423, -0.6238885521888733, 0.3856750428676605, 0.04695484787225723, -1.7907365560531616, 0.34814897179603577, -0.8365050554275513, 1.0397281646728516, 0.1512613594532013, -2.2389235496520996, -0.12492135167121887, 1.6344125270843506, 0.8376343846321106, 1.2870417833328247, 2.0014851093292236, 0.7754098176956177, -0.7618837356567383, 1.5055781602859497, 0.5680176615715027, -2.0684754848480225, 0.2836969494819641, 0.2573060095310211, -0.8117957711219788, 0.024379003793001175, -2.1712143421173096, 0.18158966302871704, -1.3952159881591797, 1.273124098777771, -0.4529019892215729, -0.050228215754032135, 3.008528470993042, -0.22187528014183044, -0.04273516684770584, 0.421877920627594, 1.8493868112564087, 1.0929032564163208, 1.0665334463119507, -2.092148780822754, 0.722701907157898, -0.11912806332111359, -0.3606794476509094, -0.865533709526062, -1.2126033306121826, 2.6565074920654297, -0.2670653760433197, -0.46467119455337524, -1.358031988143921, -1.3858931064605713, 0.33553269505500793, -0.6248793601989746, -1.0704618692398071, 1.6752811670303345, -0.07381107658147812, 1.1810414791107178, 1.6444265842437744, -0.5738352537155151, -0.9157130122184753, -1.1244463920593262, -0.7517735958099365, -0.47821348905563354, -1.540566325187683, -0.573997974395752, -0.01616445928812027, 0.7850952744483948, 0.5427489876747131, 0.1905641108751297, -0.08700205385684967, -0.3902811110019684, -0.8297075033187866, -1.1172335147857666, -1.637710452079773, -0.5058504343032837, -0.4975557327270508, -1.0916072130203247, 0.18740330636501312, -1.826368808746338, 0.7930537462234497, 1.2846179008483887, 0.4190431833267212, -0.13039752840995789, -0.9341472387313843, -0.1330074667930603, -1.8742260932922363, -0.12606826424598694, -1.1858925819396973, -0.9581658840179443, 0.08842325210571289, -0.007011137902736664, 1.5700846910476685, -0.443306565284729, -0.32832834124565125, 1.064475417137146, 0.7018448114395142, -1.4317982196807861, -1.0338376760482788, 1.1565042734146118, -0.16257421672344208, 0.38547372817993164, -0.8210285902023315, 1.7813527584075928, 0.8573907017707825, 2.037402391433716, -1.3362908363342285, -2.5312693119049072, -0.18550482392311096, 1.5307962894439697, -0.8310506939888, -0.2564261853694916, 0.03833651915192604, -0.26432478427886963, 0.42910104990005493, 0.7521830797195435, 0.8495616316795349, 0.7408056855201721]"
Henry Cavill_79.jpg,Henry Cavill,"[-0.024081699550151825, 0.583014726638794, -0.6628178358078003, 1.2632004022598267, 0.3346255421638489, -0.9848394393920898, 0.8430039882659912, -0.22270002961158752, -0.8430154919624329, 0.12284237146377563, 1.6342360973358154, -0.748608410358429, -2.6403815746307373, -1.9016786813735962, 0.5405482053756714, -0.7437055110931396, 0.32936879992485046, 0.1251811683177948, -1.8568722009658813, -0.30840960144996643, -0.46107980608940125, -0.3772159516811371, 0.7829148173332214, -1.955919623374939, -1.2140140533447266, 0.4560520052909851, 0.3699428141117096, 1.0251524448394775, 1.2678009271621704, 0.5348635911941528, 0.3172512352466583, 1.1657664775848389, 0.8597177267074585, -1.7726144790649414, 0.8568234443664551, -0.25754812359809875, -1.7325209379196167, 0.4303385317325592, -1.462458610534668, -0.23345237970352173, -1.6314884424209595, 0.6182888150215149, -0.6729176044464111, -1.187713384628296, 3.282565116882324, -1.2366362810134888, 0.1780901998281479, 1.5822727680206299, 1.2369663715362549, 0.9095317125320435, 0.2463877648115158, -0.4490021765232086, 1.1818468570709229, 0.7239528894424438, -0.035870663821697235, 0.2899113893508911, -1.909854769706726, 2.2129082679748535, -0.8221663236618042, -0.3062588572502136, -0.7688955068588257, -1.0565475225448608, 0.9967780113220215, 0.1515093445777893, -1.0829520225524902, 1.1742440462112427, -0.23624184727668762, 2.1769752502441406, 1.667320728302002, 0.10043289512395859, -1.3320366144180298, -1.1894525289535522, -0.350507527589798, -0.04196479171514511, -1.751030683517456, -0.5906500816345215, -0.24678729474544525, -0.17579348385334015, -0.25465771555900574, -0.19374287128448486, -0.05630449205636978, -0.2542959749698639, -1.27042818069458, -1.1058284044265747, -1.4162958860397339, -0.7543890476226807, -0.3226966857910156, -1.5914292335510254, 0.8355197906494141, -1.9330806732177734, -0.6810398697853088, 1.2389672994613647, 0.90284264087677, 1.1279453039169312, -0.19410905241966248, -1.1272602081298828, -2.3084876537323, 0.13067848980426788, -1.0530171394348145, 0.3197316527366638, -0.28256240487098694, 0.28744834661483765, 0.6700711250305176, 0.5656033158302307, 1.2916191816329956, 0.5038380026817322, 0.5496849417686462, -1.488703727722168, -1.1665682792663574, 1.4647504091262817, -0.6970658302307129, 1.3126773834228516, -1.3231112957000732, 1.5267527103424072, -0.7785015106201172, 1.9732661247253418, -1.8886767625808716, -2.3175835609436035, -1.1912344694137573, 1.2525619268417358, -1.6227006912231445, 0.7258862257003784, 0.1739339381456375, 0.27712640166282654, 0.006856992840766907, 1.2273615598678589, 0.6767525672912598, 0.87939453125]"
Henry Cavill_80.jpg,Henry Cavill,"[-0.261640340089798, -0.025147389620542526, -1.1544839143753052, -0.11891256272792816, -0.37978893518447876, -0.6595826148986816, -0.9572564959526062, -0.03888903185725212, 0.1481626033782959, 0.1425541192293167, 1.85500168800354, 0.4584953784942627, -0.4821159243583679, -2.9126977920532227, 0.3991730511188507, -0.6048992276191711, 1.4410125017166138, -0.24559973180294037, -1.4519953727722168, 0.7533025741577148, 0.6893277168273926, -1.2473304271697998, 1.3742661476135254, -1.3341997861862183, -0.620707094669342, -0.11062004417181015, 0.6680064797401428, 1.4431854486465454, 1.1477583646774292, 0.11560777574777603, -2.353924036026001, 0.9181395769119263, 0.5914693474769592, -1.6336255073547363, 0.932180643081665, 0.8386028409004211, -2.04685378074646, 0.5459476113319397, -2.203470468521118, -0.881610631942749, -0.7056403756141663, 0.5016524195671082, -1.6002663373947144, 1.596299648284912, 2.2054786682128906, -1.831826090812683, 1.3259319067001343, -0.06728261709213257, 1.2942633628845215, -0.2246999740600586, 0.2565552592277527, -1.2192795276641846, -0.21827349066734314, -1.2302131652832031, 0.2034292221069336, 0.21692988276481628, -1.9977872371673584, 1.8570196628570557, -0.3408600389957428, -0.06859439611434937, -0.22163456678390503, -0.6658835411071777, 0.31367141008377075, -1.535996675491333, -1.0496506690979004, 1.4730160236358643, -1.035760760307312, 1.247277021408081, 2.8214216232299805, -1.678349494934082, -1.9502134323120117, -0.7823768854141235, -1.6892942190170288, -0.5901037454605103, 0.11699524521827698, -0.06560179591178894, -0.3450108766555786, -0.493291437625885, 0.29015272855758667, -1.1462329626083374, -0.21079227328300476, -0.9402806758880615, -1.2905408143997192, -0.10262525826692581, -0.21193024516105652, -0.22034543752670288, 0.2381010204553604, -1.6172676086425781, 0.6303936243057251, -1.4188590049743652, -0.09405895322561264, 0.546055018901825, 0.8208804726600647, 0.7968665361404419, -0.5802728533744812, 0.6633517146110535, -1.3318692445755005, -1.5404672622680664, -1.9830479621887207, 0.41216301918029785, 0.048299357295036316, 0.6875993609428406, 0.9278171062469482, -0.31555667519569397, 0.09050189703702927, 0.06693751364946365, 1.2085614204406738, -1.8817970752716064, -0.3971484303474426, 1.6628745794296265, 0.28943192958831787, 1.1528682708740234, -1.2809640169143677, 1.1699542999267578, -0.6071677207946777, 2.018031597137451, -1.9999213218688965, -1.4940813779830933, -0.5945032835006714, 0.976674497127533, -0.6051307916641235, 1.1821396350860596, -0.21400709450244904, 0.08963853120803833, -0.10432571172714233, 0.4365209639072418, 0.6785981059074402, -0.1069759875535965]"
Henry Cavill_81.jpg,Henry Cavill,"[-0.9696916341781616, -0.37518250942230225, -0.5335963368415833, 1.4755018949508667, -0.09193836152553558, -0.29488319158554077, 0.08606204390525818, 0.5616936087608337, -0.23066332936286926, -0.38472869992256165, 0.5726596713066101, -1.238346815109253, -1.7163747549057007, -1.2515677213668823, -0.582715630531311, -0.10049043595790863, -0.903382420539856, -0.1903468519449234, -3.2349231243133545, 0.3740366995334625, 0.15250545740127563, 0.2682000696659088, 0.2859266698360443, -2.3002700805664062, -1.1879653930664062, 0.13939297199249268, 1.244407296180725, 2.0193896293640137, 1.1018165349960327, 0.3761654794216156, -0.35890480875968933, 1.9270830154418945, 1.1244416236877441, -2.3606908321380615, 0.41193410754203796, 0.12981639802455902, -1.9356262683868408, -0.8583517074584961, -0.9013747572898865, -0.4940159022808075, -0.48769527673721313, -0.11241676658391953, -1.5611838102340698, -2.698885917663574, 2.907694101333618, -1.7072889804840088, -0.39383456110954285, 1.348010778427124, -0.3830137848854065, 0.22772932052612305, 0.1098157986998558, -0.12023384869098663, 1.4424257278442383, 1.5734038352966309, -0.028182175010442734, 0.45096951723098755, -1.5424555540084839, 1.0592716932296753, -0.8598271608352661, -1.0810561180114746, -0.875652551651001, -0.9135605692863464, 1.0549342632293701, 1.4816405773162842, -0.556760311126709, 0.6188934445381165, 1.0051919221878052, 2.0091805458068848, 1.0964634418487549, -0.9074190855026245, -1.8256564140319824, -0.049830250442028046, -0.24489545822143555, 0.3170263171195984, -1.050093173980713, -0.6924492120742798, -0.5360127687454224, 0.7061628103256226, 0.8550306558609009, -0.24769312143325806, -0.08425932377576828, -0.26957210898399353, -0.8129352927207947, -0.8863018155097961, -0.7915091514587402, -1.2325383424758911, 0.0710996687412262, -1.3596426248550415, 0.08213375508785248, -1.6930809020996094, -0.16328543424606323, 0.579969048500061, 0.18310539424419403, 1.0821791887283325, -0.4412657618522644, -0.534846305847168, -1.60481595993042, -0.38387811183929443, 0.14429065585136414, 0.18188543617725372, -0.9204109311103821, 1.493404507637024, 0.0025184303522109985, 0.861430287361145, 0.9614017605781555, 0.6604971289634705, 0.004299776628613472, -1.5230599641799927, -0.8677836656570435, 1.9245221614837646, 0.11817038059234619, 1.1222561597824097, -0.6854231357574463, 1.0503134727478027, -0.7675185799598694, 2.834540605545044, -1.237669587135315, -1.031383752822876, -2.284865140914917, 0.14754512906074524, -1.1034362316131592, 1.1559449434280396, 1.092325210571289, -0.061742618680000305, 0.14835138618946075, 1.3590495586395264, 0.41383010149002075, 1.171008825302124]"
Henry Cavill_83.jpg,Henry Cavill,"[0.0247475728392601, 0.11734525859355927, -1.4856767654418945, -0.012375101447105408, 0.473448246717453, -0.00748711172491312, 0.06131316348910332, 0.7465857267379761, 0.7561725974082947, -0.46391820907592773, 0.8971582651138306, -0.35150352120399475, -1.6837455034255981, -1.121638298034668, -0.7634685039520264, -0.3831408619880676, -0.43315497040748596, 0.13297495245933533, -1.9132829904556274, 1.2327386140823364, 0.9546548128128052, -0.5019978880882263, 0.2660772502422333, -2.967172384262085, -0.9102743268013, -0.45431041717529297, 1.1481444835662842, 0.9345754981040955, -0.7242215275764465, 0.18046055734157562, -1.0865263938903809, 1.9773319959640503, 1.6220759153366089, -2.0922138690948486, -0.21152754127979279, 0.4919849634170532, -1.9901269674301147, -0.03815808147192001, -0.746830403804779, -0.14033794403076172, -0.7168916463851929, -0.015256723389029503, -2.3142096996307373, -1.592347264289856, 1.6466329097747803, -2.7790169715881348, -1.0398471355438232, 2.114933490753174, 0.2584418058395386, 0.41335633397102356, -0.45784759521484375, 0.6202401518821716, 0.9930208325386047, 0.6400765180587769, 1.3607268333435059, -0.16861280798912048, -1.8557435274124146, 1.859490990638733, -0.7934235334396362, -0.9050131440162659, -0.87384033203125, -1.1979198455810547, 0.3354172706604004, 0.6754320859909058, 0.5576263070106506, 0.19905197620391846, -0.1625135838985443, 2.0423145294189453, 0.7615230083465576, -0.46428635716438293, -1.8849235773086548, -0.16343295574188232, -0.9522783160209656, -0.5586920976638794, -1.0878528356552124, -1.5525435209274292, -0.31197166442871094, -0.5491145849227905, 0.07226269692182541, -0.5677828788757324, -0.4388774335384369, -0.8523743152618408, 0.2381746619939804, -0.09181641787290573, -0.7146614789962769, 0.22578877210617065, -0.5659304261207581, -2.0533883571624756, 0.47182032465934753, -2.059870719909668, -0.3032666742801666, -0.10405042767524719, -0.28372135758399963, 0.29953017830848694, -0.34123218059539795, -0.8471527695655823, -1.8063215017318726, -1.5271989107131958, -1.2871546745300293, 0.5797944664955139, -0.1407095491886139, 1.9032927751541138, -0.7520949840545654, 0.2532111704349518, -0.4024357795715332, 0.02602427452802658, 1.0261220932006836, -2.6291565895080566, -0.19477343559265137, 2.004254102706909, -0.19783622026443481, 0.9499887824058533, -0.8108221292495728, 1.5143768787384033, -0.5751202702522278, 1.9700708389282227, -1.7946481704711914, -0.8547735810279846, -0.885292112827301, 0.6162869334220886, -1.0288640260696411, 2.2552268505096436, 0.6592876315116882, -0.9337133169174194, -0.2828736901283264, 0.8505743741989136, 0.9888004660606384, 1.8992562294006348]"
Henry Cavill_84.jpg,Henry Cavill,"[0.43095341324806213, 1.0546081066131592, -1.4955024719238281, 0.42377761006355286, -0.2733975350856781, 0.2116537094116211, 0.03841841593384743, -0.23179659247398376, -0.5697475671768188, -0.47406962513923645, 0.02706047147512436, -0.23734953999519348, -2.4767374992370605, 0.15957576036453247, 0.05307523533701897, 0.011899329721927643, 0.059640735387802124, -0.6924238801002502, -1.2359261512756348, -0.47973155975341797, -1.5442323684692383, 1.5194528102874756, 0.9668969511985779, -2.799931049346924, -0.1172131597995758, 1.641278862953186, 0.3578327000141144, 0.7508548498153687, 1.9246432781219482, 0.6760661602020264, -0.6734156608581543, 0.9333807826042175, 1.0705769062042236, -1.3230996131896973, 0.9900228381156921, 1.4781467914581299, -1.8526599407196045, 0.7287380695343018, -0.8278326988220215, -0.4783690869808197, -1.5284470319747925, 1.1107150316238403, -2.4317970275878906, -1.6971938610076904, 3.327659845352173, -0.9173047542572021, -1.7812817096710205, 1.2781805992126465, 1.3935376405715942, 0.8310501575469971, 0.6638333201408386, -0.9542708992958069, 0.8744977712631226, 0.31178903579711914, -0.7461941838264465, -0.1312435120344162, -1.5721845626831055, 1.5828241109848022, -0.8343143463134766, -1.3471670150756836, -1.220439076423645, -0.6745029091835022, 0.4856829047203064, 1.150367259979248, -0.6353166103363037, 0.4109988808631897, -0.11708001047372818, 1.5121618509292603, 2.61545729637146, -0.3988513946533203, -0.46497592329978943, -0.2041870355606079, -1.10359787940979, -0.43465083837509155, 0.304889053106308, -1.1993556022644043, -0.1493435800075531, 0.4700077772140503, 1.0472692251205444, 0.05682595074176788, -0.2055712640285492, 0.28085142374038696, -1.2724108695983887, -0.8751323819160461, -1.5824251174926758, -0.3398803472518921, -0.08100325614213943, -0.815200924873352, -0.4981081485748291, -2.003756046295166, 0.731061577796936, 1.3367576599121094, 0.9829574823379517, 0.06713254749774933, -0.48681700229644775, 0.06327912956476212, -1.3740617036819458, 0.27478376030921936, -0.8567333817481995, 0.6680137515068054, -1.1925042867660522, 1.2661890983581543, -0.06438747048377991, 0.7334471344947815, 0.39487406611442566, 0.3886649012565613, 0.34099164605140686, -1.8989771604537964, -1.308387041091919, 0.5859231352806091, -0.6085774302482605, 1.0611274242401123, -1.7757360935211182, 1.9077754020690918, 0.9967707991600037, 2.7210147380828857, -1.019665241241455, -0.9119434356689453, -0.4264286458492279, 1.1123592853546143, -0.9677858352661133, 0.9164786338806152, 1.1759212017059326, -0.5043733716011047, 0.4739609360694885, 0.12707042694091797, 0.5271186828613281, 1.4015849828720093]"
Henry Cavill_85.jpg,Henry Cavill,"[0.5674792528152466, 0.5082991123199463, -0.5776273012161255, 0.8801485896110535, -0.2820456027984619, -1.8170573711395264, -0.7796541452407837, -0.3126783072948456, -0.6752719879150391, -0.11260946094989777, 0.21166014671325684, -0.7707399129867554, -2.755155563354492, -1.198090672492981, -0.8489649295806885, -0.13479360938072205, 0.5484477281570435, 0.030284419655799866, -0.7613149285316467, -0.07392799854278564, -0.9286845922470093, 1.1577982902526855, 0.2811020016670227, -1.3746000528335571, -0.27790015935897827, 1.1233242750167847, 0.22270308434963226, 1.0714030265808105, 2.796653985977173, 1.109422206878662, -0.19096091389656067, 1.54443359375, 1.1963353157043457, -1.8022968769073486, -0.5192077159881592, 1.7887243032455444, -1.121026635169983, 1.252414345741272, -2.66534686088562, 0.335528165102005, -0.7110549807548523, 1.5325825214385986, -0.42613157629966736, -0.028487268835306168, 3.092654228210449, 0.2869925796985626, -1.0333698987960815, 1.8179446458816528, 0.435296893119812, 1.0560593605041504, 0.5160126090049744, -1.0041979551315308, 1.2885626554489136, 1.2112480401992798, -1.1170258522033691, 0.2606491148471832, -2.452207565307617, 1.8657009601593018, -0.4489343464374542, -0.42742058634757996, -1.1922324895858765, -0.8975297212600708, -1.070123553276062, 1.2182248830795288, -0.8678219318389893, 1.9809330701828003, 0.5980885624885559, 1.1999177932739258, 2.3334479331970215, -0.2517526149749756, -0.6424806714057922, -0.5282177925109863, -0.22237597405910492, 0.4051305055618286, -1.393315315246582, -0.7617225646972656, 0.10997901856899261, 0.2879367768764496, 0.2729933559894562, -0.08707091957330704, -0.3981506824493408, 0.16092437505722046, -0.5738751292228699, -0.6394186019897461, -1.4158384799957275, -1.1202123165130615, 0.011240372434258461, -1.4924771785736084, 0.3219994902610779, -1.3240684270858765, 0.036759957671165466, 1.684632658958435, 0.7997027635574341, 0.5681194067001343, -0.36905336380004883, -1.2447867393493652, -1.3280240297317505, -0.2352237105369568, -1.2646939754486084, -0.06489821523427963, -0.498324453830719, 0.448663592338562, 0.5847054123878479, 0.15462076663970947, -0.2943494915962219, 0.44610869884490967, 0.6922067999839783, -1.0307211875915527, -0.8986831903457642, 0.7851121425628662, -0.29592376947402954, 0.34691518545150757, -1.1238291263580322, 2.797755718231201, 0.061828143894672394, 2.0794410705566406, -0.8014676570892334, -2.3595268726348877, -1.1490975618362427, 0.8209174871444702, -0.10716056823730469, 0.378970742225647, -0.5864698886871338, -0.7655428051948547, 0.37314337491989136, 0.4929749667644501, 1.493363857269287, 0.9857680797576904]"
